page,fbid
KEN mode,100050489739751
KFC,149061271779716
KFL&A Public Health,210581042291876
KFUN 99.5 FM,153046844552
KI & The Band,632950803514534
KIM MITCHELL,100044576857617
KINKA IZAKAYA MONTREAL,1516424445237069
KINLEY,206257869705988
KINTON RAMEN,392610544091712
KISS Replicas,1560904970813067
KISSbook,1007123259355745
KISSopolis,127193600634550
KIVU YETU,1935943103309732
KLAWS - Kawartha Lakes Animal Wellness Society,386647751470826
KLIIN,1183607775058758
KNOW IDEAS MEDIA,100044251155008
KOBRA AND THE LOTUS,98707541632
KOGA MUSIC,112200489322586
KOTV,413846598722062
KP,1382790765327034
KPMG,370244473023102
KPOPME,748876338469583
KRAFT Peanut Butter,114899118533447
KRUVE,194928507577097
KSL,296049509590
KUMHO TIRE CANADA,139646979382596
KUPP Centre,468323840003827
KURIOS by Cirque du Soleil,200775176779700
KUURO,100058109947388
KV Players,147102441999479
KW Bonsai Society,281880265353105
KWE À la rencontre des peuples autochtones,320574185034300
KX947,124707440957465
KX96 FM,303941428577
KY Canada,2553321961561659
Ka Gold Jewelry,60567576610
KabyNougat,729034357222748
Kabylie wiki,1604401266502443
Kadooh,629099550443932
Kady Traore,696225847231212
Kaffeine Espresso Bar,534822663668347
Kafui Danku,100044153963508
Kahnawake 911,101343687972106
Kahnawake Animal Protection,165598653505648
Kahnawake Mohawk Peacekeepers,441032266423632
Kahnawà:ke Education Center,1537052419905222
Kai Wachi,162888817106129
Kaillie Humphries,1653561591594581
Kairos,477896555554265
Kais Hisham,410660212765302
Kajal Agarwal FC,1452206708334548
Kal Tire,102210776500814
Kaleed Rasheed,111835422735366
Kali Uchis,100044342293485
Kalix Breezy,1514284518864755
Kamaiyah,409266982598511
Kamal Grewal,164317190256566
Kamal Heer,100044164012619
Kamal Khera,426519487392926
Kamal Yadav,329592260433465
Kamala mi dun talk Wright,569481806461884
Kamalayan,157039484309975
Kamaldeep Kaur Khangura,100044318055175
Kamaljit Neeru,222357744554866
Kamisori Shears Official,149932438471015
Kamloops & District Crime Stoppers,120853379360
Kamloops Best Rock 98.3 CIFM,162715043755503
Kamloops Blazers,309165971271
Kamloops North Shore BIA,150725548452262
Kamloops This Week,126278810792993
Kamloops-Thompson School District 73,669530393256424
KamloopsNow,798155946887159
Kamran & Hooman,189638064401381
Kan Football Club,1915025868636548
KandJu,375740285854232
Kandies World,364148893792506
Kandle,199291380131041
Kanella Ciraco Art,1884199221632156
Kanis.shop,1556607744566058
Kanuk,741808609257693
Kanwar Sandhu,119815708087559
Kanye's Diary,839688586159671
Kaotica Eyeball,251340241566842
Kap G,100043947678210
Kapara Vintage,788758984576230
Kapatid TV,105561270795195
Kara Cooper,100044271947390
Kara Lina,100047172454597
Karan kahlon,100044592482300
Karanvir Bohra,214317941956161
Karavaniers,275106659257995
Kardinal Offishall,100050298467383
"Kare 4 Kids Regina, Inc.",632100946856736
Karen Lee Batten,306016152869953
Karen Ludwig,796065777123932
Karen Marine Phytoplankton,650279388412236
Karen McCrimmon,292744507509060
"Karen Vecchio, Member of Parliament",742955915793040
Karian Sang,275909052429229
Karim Akouche Page,100057498998851
Karim Ouellet,82987088733
Karina Dresses,203965776314710
Karina Gould,138123739691583
Karina LeBlanc - KK,161081267276877
Karine Champagne,100044180061767
Karine Vanasse,100044303265868
Karissa Pukas,100044145953853
Karl Hager Limb & Brace,719861191372395
Karl Kani,46809850819
Karma Wine Bar,186294155427221
Karran Jesbir,116806498373628
Karter Zaher,19298409261
Kartplex Racing,178430812284263
Karwan Hawramy,100044524476298
Kasador,474208205940511
KaseMe,1440956236175158
Kashmir Arts Ltd.,1867941796769980
Kaskade,61011643972
Kasperzick,100050532457442
Kate Campbell,202866963077576
Kate Linder,63248646959
Kate Young,807068562657385
Katerina Rozmajzl,100047012681395
Katerine Savard,100044368601973
Katharine Burns Art,1512056852362364
Katherine Levac,100044468168193
Katherine Moller,451800525149
Katherine-Roxanne Veilleux,318304571591
Kathleen Wynne,130896610334947
Kathleen Wynne for Prison,1035336073143996
Kathryn Calder,100058347090006
Kathryn King Worship,40676457472
Kathryn McGarry,147743765291305
Katie Reus,167161110020303
Kativik Regional Government,431850920938303
Katusa Research,274596086218047
Katy Perry Latino,165351740196726
Kaur Mandeep,1551446175092055
Kaw Valley Greenhouses,139434936102755
Kawartha Charity Riders Support page,244136818966603
Kawartha Dairy,797707160320567
Kawartha Lakes Food Source,122662147792864
Kawartha Lakes This Week,243256829148004
Kawartha-Haliburton Crime Stoppers,1572475366163459
Kawarthas Northumberland,451179158288471
Kawempe BOYS,501695739854349
Kay Pike -Designer/ARTIST/Model,453418351362001
Kay Pop Art Studio,188552327885589
Kayak Angler Magazine,235301556520
Kaycee Madu,232345587534260
Kayla Brianna,141420132595530
Kayla Diamond,1593118817615069
Kayode Olusoji,303817136437544
Kazal Billah,126637861027821
Kazamazamtl,137736275139
Kaïly McRay,100044408980154
Kaïn,100044157442961
Kebaowek Health and Wellness Center,373639066098207
Keddie's Tack & Western Wear,148897945135092
Keegan Connor Tracy,373141736106787
Keep Calm I'm A Nurse,506483776135436
Keep Canada Beautiful,275927819699551
Keep Positive And Vote Liberal,2641587079201254
Keep The Pride Alive,100831213297628
Keep Up With Kingston,1505261529750030
Keeping Her Keys,100050370554825
Keeping up with Kya,1673808866257469
Keepit Handsome,1996953783872435
Kehlani,717299671637155
Keita Morimoto,100050197042372
Keith Merrow,115114021845814
Kejimkujik National Park and National Historic Site,280270375432815
Kellie Bonnici - The Mortgage Centre,408880863282470
Kellie Loder,270183919720855
Kellie's Bead Boutique,383675025026250
Kelly Block MP,75570595197
Kelly Clarkson,18481194560
Kelly Creates Studio,100044376728340
Kelly Krow,100057737544627
Kelly McCauley,264449113754639
Kelly Prescott,151603314861558
Kelly Robitaille,100044931442042
Kelly Rowland,5485793674
Kelly Sildaru,100044242338786
Kelly Tan LPGA,100045124492018
Kelly Temple Photography,285428798140920
Kelowna Capital News,119141241532641
Kelowna Farmers' and Crafters' Market,155586967848114
Kelowna Pride,278654389856
Kelowna RCMP,1799205503708188
Kelowna Rockets,305912938720
Kelowna's Gospel Mission,48724323704
Kelowna's Move,156985857682614
KelownaNow,212813185415609
Kelsey McEwen,100057942647435
Ken Dunn,219476064764739
Ken Knapp Ford,113487252006826
Ken Tizzard,10520967825
Ken Yasinski - Catholic Speaker,100046772333881
Ken's French Fries of Stratford,182973091727348
Kenai Fjords Tours,180423799821
Kendra Kay,623236351023671
Kenjgewin Teg,141254155966986
Kennedy Stewart,105367536223828
Kenny Chesney,6070248875
"Kenny Chiu, MP",481746295319895
Kenny Hotz,100044574633268
Kenny U-Pull,189216151116604
Kenny Vs. Spenny,6267813924
KennyHoopla,858046047542555
Kent Building Supplies,140004029393976
Kentville Police Service,258465640907638
Kenzie,157666114604899
Kernels Extraordinary Popcorn,149752170639
Kerr's Chain Saw Ltd.,207187812631632
Kerri Wynne Macleod,410488952407621
Kerry Diotte,748694431822604
Kerry-Lynne D Findlay,102431099842674
Kerwin Du Bois,100047240495840
Keshe Foundation,126388777468892
Keswick Compounding Pharmacy,147239485472169
Ketamine’d,2336851683255524
Ketchum Manufacturing Inc,105019439940777
Keto Daily,186278598684718
Keto Diet,646804612381178
Keto Tips,112305423625623
Ketone,1213375518867029
Kettlemans Bagel,137299186286140
Ketto,87570784865
Keven Chouinard,1006308689468703
Kevin Appl Realty,2037380693020487
Kevin Bazinet,820498254690417
Kevin Frankish,100045176869432
Kevin Gates,220366905959
Kevin Hearn,119042475284
Kevin Lamoureux,656974534493920
Kevin O'Leary,149574365107072
Kevin Parent,100044491027011
Kevin Raphael,100044403640496
Kevin Stone metal sculptor,67905583148
"Kevin Waugh, MP",197097540682768
Keylime Athletic Wear,155253010977
Keynin,104163968005972
Keystone Modern Creative,690484367684983
Keystone XL Pipeline,112711020364839
Khady Sow Editrice Opale Magazine,439442559585347
Khal'lil,100044275276908
Khalid Bin Al-Walid Mosque,224536734290872
Khalil Kouskous,956796191132431
Khari Wendell McClelland,777672848958266
Khiyam.com,144028844010
Khloé Accessoires,1496696243916364
KiNipi spa nordique & hébergement,221304314568129
KiSS 100.5 North Bay,127673081200
KiSS 102.3 Winnipeg,109334939105827
KiSS 105.3,99985627570
KiSS 105.3 Sudbury,118539121498564
KiSS 107.7,145875022098225
KiSS 91.7 Edmonton,138221615164
KiSS 92.5,99711812107
KiSS 99.3,112965752049903
KiSS Radio,198618820202687
Kia Canada,138931826132264
Kiana,100044244858755
KickAss Careers / Journeyman,373442296042996
Kicking Horse Coffee,106868732677532
Kicking Horse Mountain Resort,17935919534
Kicks Alert,100046831547626
Kid's Korner,330226373689572
Kidd G,104040538061214
Kidney March,275851756684
KidoodleTV,438298616201572
Kids & Company,202206183145116
Kids Cancer Care Foundation of Alberta,171729949525861
Kids Help Phone,24235835555
Kids Toys Play,254480668251140
Kids Vancouver,112161858811744
Kids in the Capital,112472868771722
Kids with Cancer Society,227856387225975
Kief Tree,437681520368771
Kiehl's,153447518036926
Kiesza,156092585285
Kiiara,799319390177220
Kiki Vijay,756062127769511
Kikoo Boutique,304841246546644
Kiky Collection,211153252808121
Kildonan Place,21559622768
Kill Shot Bravo,1121384231222709
Killam Apartments,343959028975494
Killitorous,59709369357
Killumantii,869372289870814
Kim Boutin,169056890102482
Kim MacDonald - The Weather Network,100058106498094
Kim Rusk,100044627580769
Kim Siever,491078787646612
Kim St-Pierre,100058212305978
Kim Sullivan,100057746665415
Kim Thúy,100044149913752
Kim's Convenience,113871945354047
Kim's Diary,109230219570006
Kimberley Alpine Resort,37087538981
Kimberley Bulletin,147816292606803
Kimberley RCMP,990394334369800
Kimberly Sunstrum,134706636581899
Kin's Farm Market,244089795703151
Kinatex Sports Physio,107882436045383
Kincardine Pride,1716824851962962
Kinda Hanna كندا حنا,1495416407375667
King George Acquah,144904686181705
King Kong,148880465142186
King Maliba,1444561645818120
King Melrose,100044633642039
King Of The Dot Entertainment,90946116550
King of Donair,705651289528800
King of the Lifts,408274336207841
KingFisher Boats,102021920152593
Kingdom Ambassador Alvin,2087655201298974
Kingdom of the Netherlands in Canada,115745095172649
Kingdoms,574435456329865
Kingfisher Oceanside Resort & Spa,129012686538
Kingfisher Wilderness Adventures,44115282389
Kings County Fire & Emergency Calls,315445841890182
Kings Distribution Inc.,1420233711592235
Kings Feed,724401447630055
"Kings Landing, New Brunswick",88706002954
Kings and Generals Documentary,1586243961681194
Kingston 1000 Islands Cruises,87830478513
Kingston Animal Rescue,138988366144820
Kingston Community Lost and Found Pets,286623138073566
Kingston Economic Development Corporation,202917758148
Kingston Fire & Rescue,234410126694523
Kingston Frontenacs,80505399113
Kingston Health Sciences Centre,128597183900388
Kingston Humane Society,10150127328310541
Kingston Pen Tours,895014743954054
Kingston Police,38505709971
Kingston Whig-Standard,208424872612512
Kingston's Move,41807681170
Kingstonist,178560598825266
Kinlock Home Hardware,106664724488533
Kinnikinnick Foods,89471333508
Kinobody,207574622605460
Kinosoo Ridge Snow Resort,120505134792207
Kinpatsu Cosplay,100044386270941
Kinross Speedpark,442216270057
Kinsmen Club of Saskatoon,309153752711
Kinsmen Jackpot Bingo,305240829520717
Kinzo – Loto-Québec,143557452341555
Kira Isabella,100047030055092
Kiran Ahluwalia,100047207857686
Kiran Jassal,1502127013443583
Kirandeep Kaur,810368482379602
Kirkland Lake Northern News,330407186979527
Kirpal Sandhu,100050320066900
Kirsty Duncan,350382518350388
Kisko Freezies,107948645895987
Kismet Estate Winery,525543354160939
KitKat,9139544995
Kita Alexander,100044476957587
Kitchen Divas,798530526930903
Kitchener Blues Festival,89091900908
Kitchener Rangers,108771415200
Kitchener Stray Cat Rescue,195877184410066
Kitchener Waterloo Humane Society,67419982552
Kitchener-Waterloo Oktoberfest,157970350895260
Kitchener-Waterloo Symphony,7937449764
KitchenerToday.com,171156196589560
Kitco NEWS,133030486762722
Kite and Kaboodle,130811418550
Kitesurfing Magazine,543226905805448
Kitsilano Showboat,136500833045902
Kitt Wakeley Music,100050649692183
Kittens lovers,142634355908902
Kittie,100044249925276
Kitty Kanhoffen,106737304180431
Kiwi Collection,57457855612
Kiyan Sobhani,236364980073643
Klei Entertainment,272043339500845
Klô Pelgag,188349141198246
Knight Image Photography,274793811021
Knight Inlet Lodge,50011047451
Knights Table,183669041185
Knitty,12716861602
Knocean Foods,305393540087659
Knolly Bikes,38803056687
Know Your Role,138940126258545
Know the Quran,1053338181522362
Knowledge Network,175467473562
KoalaQuiz,793255130782869
KoalaQuiz Français,949681725123273
Kobo,1641964469407175
Kobo,209803832591
Kobo,883172938426488
Kobo,1706989482857692
Kobra Paige,112365598868803
Koch Ford Lincoln,130516673673791
Kodak Black,1842268956013961
Kodie Shane,962157540530667
Kodjovitoguin,605613196115432
Kody Blois,629756027442310
Koerner Hall,159011540790581
Koffee With Jalal,727425864119373
"Kojax / Petro Canada - Woodstock, NB",568169536607929
Kojey Radical,126794807414003
Kokanee Springs Golf Resort,281335884537
Kol's Notes,112891405460171
KolbalishDude,100047179718647
Kolton Stewart,254572341220184
Kombucha du Mont-Ferréol,1396198133794973
Komik TV,665211860202990
Komo,2043205686005269
Konfidential Music,189743857738370
Konifer Watch,114218358741033
Koodo,14750623101
Koolfmbarrie,206614692707515
Kootenay Rockies-BC's Mountain Playground,155425091182165
Kops Records,119651474723367
Kora,100044610811410
Koriass,100044499486927
Korine Côté,218687531478862
"Kornel Wolak, clarinetist",841893579253339
Koyorin,100044625690439
Kraft Canada - qu'est-ce qui mijote,132788024101
Kraft Canada - what's cooking,122493574467584
Kraft Hockeyville,160129649375
Kranium,100044339893191
Krap Videos,654153755031835
Kratt Brothers Creature Hero Foundation,107165917530197
Kraze 101.3,155460137828741
Kreative Design,110044542368608
Kreative Tipps,682826498579858
Kreative ideer,1827168140936255
Kredl's Corner Market,121945287880341
Kreesha Turner,115762285104562
Kresnt,164815780883199
Krickets.com,118518354822
Kripparrian,100044434989651
"Kris Austin, People's Alliance Fredericton/Grand Lake",1509603325933688
Kris Barclay,438604269510388
Kris Kross Amsterdam,100044172532298
Krispy Kreme Doughnuts,419164298193770
Krissy Feniak,100050575805609
Kristel Kernaghan,116595345111729
Kristen J. Zavo,328346467959577
Kristi Eramo,100044443209185
Kristi Gordon,100044576313015
Kristie Sita,100047241555290
Kristin Carter,1672699656350263
Kristin Kory,194901584413826
Kristina Bedward - P H O T O G R A P H E R,128649653835989
Kristina Helene,170217083335550
Kristina Michaud,2494148177303761
Kristine Opolais,100044092973404
Kristine St-Pierre Music,114862706420
Kristyn Wong-Tam,443200152557230
Kruger Construction,281300108928938
Krystal Clear Makeup,526550657405276
Ksenia Penkina Patissier,100044477077651
Kubota Canada,162598113834257
Kunal,100047002367112
Kundah Hôtel,298218290552235
Kundalini,140971995120
Kupfert & Kim,217549101710333
"Kurdistan,Iraq Canada Cars",173537299948182
Kuroo Tetsurō,243809396029944
Kustermans Berry Farms,152799964758554
Kustom9,259829110858681
Kuujjuaq Pinguatitsijingiit Inc.,641019009270882
Kuyang SAKI,100239261525120
Kwantlen Polytechnic University,22000423537
Kwebbelkop,655043384522059
Kyinkyinaa Twan,100050537317143
Kyle Dunn,929889943699528
Kyle Lowry,666732413372681
Kyle Sampson,190984527736531
Kyle Seeback,2349053895373277
KyleLe.net,515866945118692
Kylie Minogue,100044164072769
Kylinder Kaur,679459772401681
Kym Simon Music,28426784088
Kyu-bum Lee Art and Animation,473638306024314
