page,fbid
Living Like You,572372656171745
Living Machines,463296253854489
Living Oceans Society,17386564617
Living On The Edge,1797479533828506
Living Skies Realty Ltd.,115970665091665
Living Sky Casino,102549093121143
Living Stones Church Red Deer,166556083482697
Living Story Project,104366087715948
Living Theology,1581044578842768
Living Waters,137788009565832
Living Waters Church,205138896196583
Living on the inside,100050264478634
Livingston Music,112458303531278
Liz Kramer Independent Candidate for Rothesay,101620735013041
Llevo PERU en mi Corazón,374855022606031
Lloyd Longfield,1655654348042362
Lloyd Tevedzai,331738930202708
Lloydminster Exhibition Association,56114974626
Lloydminster Rescue Squad,263863286990227
Lndmrk,331419133611323
LoadingReadyRun,297238451731
Loblaw Companies Limited,1416258565290041
Loblaws,606340639481652
Loblaws,654404881294470
Loblaws,1517364915158387
Loblaws,242526052610954
Loblaws,256131994592113
Loblaws,1439245836332847
Loblaws,296134807215676
Loblaws,787396617950664
Loblaws,292139527614583
Loblaws,239059959617836
Loblaws,468463769954939
Loblaws,1426876537577704
Loblaws,509826799144393
Loblaws,626261804132052
Loblaws,328119304008319
Loblaws,1430727090520675
Loblaws,754657844554283
Loblaws,673283749392604
Loblaws,860422987304674
Loblaws,1421350634809455
Loblaws,321844157966277
Loblaws,199339003484422
Loblaws,1479686502267241
Loblaws,840711332623889
Loblaws,435415893269074
Loblaws,1425863761019920
Loblaws,250069651850962
Loblaws 60 Carlton,122332347869952
Lobster Gram,23272021892
Lobster PEI,2172076563019253
Lobster.ca News & Tales,371853933891
Local Food Peterborough,1461297474189055
Local King Rubber Stamp,227984840557107
Local Laundry,710359745754066
Location Lauzon Amos,199238813612533
Location d'outils Simplex,474681616028295
Loch Lomond Mitsubishi,501084366591180
Lockerby Animal Hospital,144039592315662
LocoLanding Adventure Park in Penticton,94078007143
Loctote Industrial Bag Co.,1669972896587935
Lodging Ovations,243639245076
Log Homes,301156380059120
Log Homes And Log Cabins,847175628758060
Log Homes Canada,466595123357331
Log Homes Lifestyle,1203429939710467
Logan Alexis Singers,10495382116
Logan Kanapathi,572285409455013
Logan McLellan,1975085216126739
Logan Staats,169119743124924
Logan Tree Experts,141064882620033
Logan's Daily Catch / North Nova Seafoods,655814337853026
Loge m'entraide,133688120025393
Logical Minds Only,110626173839418
Logifem,978509535556670
Logisco,205673676171474
Lois Hole Hospital for Women,132603820123065
Loisirs et culture Ottawa,1508092909509507
Loki & Friends,100044421039973
Lokken,103022046412953
Lokma Comptoir à sucre,810924049275473
Lolaliner,100044426619915
Lole,110244435667334
Lollapalooza Berlin,560507500722334
Lolly's,18093927107
Londa Larmond Music,120843547990293
London - Fanshawe Conservative EDA,321372838068714
London 2021 Ontario Summer Games,249645312160127
London Abused Women's Centre,184983851544640
London Animal Care Centre,385822501488735
London Bicycle Café,118092192116657
London Born Wine Company,142613985781891
London Brewing Co-operative,301648146619657
London Bridal Expo,210064775693977
London Bridge Child Care Services,309915655850715
London Christian High,53312511778
London Drugs,177823872165
London Environmental Network,683711745068458
London Film School,155465864486338
London Future,229706983768229
London Grammar,149707618401990
London Health Sciences Centre (LHSC),313629225358376
London Health Sciences Foundation,179675942045882
London Knights,100860530003968
London Lightning Basketball,274064159286859
London Music Hall,174328825938301
London Music Office,432350580295594
London Police Service - Canada,171756716168741
"London Professional Fire Fighters Association - Ontario, Canada",145897805565438
London Public Library,7669710215
"London Tourism, Ontario, Canada",429131540510
London and K-W Craft Shows,226694064012862
London's Best Rock FM96,15041172220
London's Pure Country,127499427303730
London's Source For Sports,102187736502465
Londonderry Mall,221065141284938
Lone Star Texas Grill,103341146380944
Lone Wolf Golf Club,305301051568
Long & McQuade (Sault Ste. Marie),213174995402404
Long Distance Love Bombs,100050168453172
Long Long Ranch,1454879801451532
Long Plain Employment and Training,138567753310875
Long Point Eco-Adventures & Marshview Patio,107201502648316
Long Range Hustle,24575144538
Long Reach Fire Department,133653373360845
Long Story Short,221712184842823
Longchamp,15041097411
Longevity Medical Aesthetics & Laser Clinic,310642409028492
Longhorn Saloon,144046975608060
Longhorns and Leather,1268398609940507
Longo's,141378186951
Longue Distance,125185355640
Longueuil est active,308106019267603
Longwalkshortdock,100050404153386
Loocky Charm,121538521338461
Loogart,251514091553474
Look Good Feel Better,332247471512
Look du jour,661324217347071
Look à L'Européenne,248720835248815
Looking For Group,305629112833843
Looking for Jesus,1822831131271283
Lookout Newspaper Navy News,284254202344
Loonie Politics,500217223396125
Loonie Toons Pontoons and Power Sports,1627717884109202
Loop Insights,2109363069304685
Loopsy Dazy,359991477352
Loounie Cuisine,100044446059051
Lora Zombie,100044413899816
Lord Photo Inc.,143408739035124
Lord TV,1693893710824239
Lordco Parts Ltd.,280331118645683
Lorehammer,1829875150374075
Lori Morrison,708387729178811
Lori Sigurdson,126376050764030
Lorne Cardinal,100045633227515
Lorne Coe,511552075645442
Lorraine Baron - Musician,1870468863040102
Lorraine Richard,102065566609156
Lorraine Roy - Art Textiles,119133854774390
Los Aldeanos.,247406418615065
Los Brothers Street Food,446054149295871
Los Cabos Drumsticks,226732404003803
Los Consejos de la Abuela,1420899271338578
Loscil,100044332846367
Lossien,100044427666516
Lost & Faune,1557128931239624
Lost 'n Found Yoga,195958215561
Lost Arts Club,850124685066436
Lost Boys | School of VFX,327719677239436
Lost In Japan,381238352028609
Lost Officiel,416415178542879
Lost Ottawa,380334048732492
Lost Pets Guelph,1408560902738506
Lost Wax,189753447742803
Lost and Found Pets - Orangeville SPCA,1104509006290666
Lot Six Bar & Restaurant,895371770506138
Loto-Québec,118309786286
Lots of Knots Canada,129342707804478
LottoRace,166743570092034
Lou Dawg's London,475300582812492
Lou's Performance Centre,174981172580701
Lou-Adriane Cassidy,1647451795504273
Loud,239335309873049
Loud Luxury,267913339980479
Loudon Motors Ford,72996318649
Lougheed House,105991712783670
Loui Eriksson,101170005244
Louis Dyer - Artist,260424880661933
Louis François Marcotte,100044574243317
Louis LNR,2228950660695056
Louis Laliberté Photographie,60999434654
Louis Morissette,170550172990722
Louis Plamondon,212103075470956
Louis T,135502556519947
Louis Tomlinson,134119343404312
Louis and Lea,114620873286672
Louis-Charles Thouin - Député de Rousseau,2185182831511243
Louis-David Jutras - Réalisateur,100052565491737
Louis-David Morasse,770432886327339
Louis-Francois Alarie,501024979985409
Louis-Jean Cormier,326828730713814
Louis-José Houde,286256158129
Louis-Philippe Gingras,302982299839547
Louisa,467673689983664
Louise Chabot - députée de Thérèse-De Blainville,102055451189731
Louise Green,100044454199481
Louise Henry,1731605463729246
Louise Lapierre Danse,340718759352824
Lounsbury Bathurst,204714729571131
Lous and the yakuza,2176094482451421
Louson Drums,144888572513560
Lova,101457584963700
Lovable Labels - Headquarters,219623105693
Love A Cocktail,474359442744125
Love Afghanistan Page,309805402365520
"Love Always, Heather",100044310072294
Love Crunch,2108116456112321
"Love Food Hate Waste Canada / J’aime manger, pas gaspiller Canada",1017398244970884
Love Good Fats,1831169433830315
Love Hairstyles,700798986792217
Love Inspired Books,12370169665
Love Island CTV,271539820420165
Love It or List It,117148078299798
Love Jihad Bulletin,1341682462626935
Love Jumex,100044526515665
Love Messages Romantic Text,1550974578526740
Love Movement,260783891091987
Love Nature,1074378975930109
Love Nature,271240059642
Love Notes,100043982206600
Love Peace Harmony Foundation,246287142049836
Love Poems,234637423256658
Love Quesnel,408653529246420
Love Saranghae,824667701013359
Love You Lord Krishna,497925693581178
Love and Friendship Quotes,100044323811696
Love from Seventeen,427084827466709
Love on a Plate,120602158818559
Loveabull Rescue Society,335124343313683
Loveliveserve,109859967178382
Lovepreet Bhullar,334070463297826
Loviet,120215916042161
Lovin Off The Land,102861001515665
"Loving An Addict, Loving Yourself",109326552424781
Loving Spoonful,185759231564368
Low Carb Diet and Recipes,111914578850139
Low Carb Maven,1520181268229508
Lowcals,602680726467551
Lowe's Canada,226868634064171
Lower Nicola Indian Band - LNIB,366404120137599
Lowest Of The Low,252303161863573
Lowkeyfromthe9,465872483799130
Lox Lion,297782800609006
Loyal Lobos,453965174779631
Loyal Nanaimo Bathtub Society,127557413921457
Loyalist College,133310940049800
Loyalist History of Nova Scotia,1589662761260481
Loyola O'Driscoll,1318764634966807
LpB - La p'tite Brûlerie,208568069187266
Lu Jayan,25025072386
Lubalin,1545021922211903
Luc Belaire,542474655793070
Luc De Larochellière,100050491449595
"Luc Desilets, député de Rivière des Mille-Îles",612917482530287
Luc Fortin,1478020959086646
Luc Gelinas,287299834784714
Luc Langevin : Page Officielle,240937782604052
Luc Poirier,100044377781248
Luc Provençal - Député de Beauce-Nord,1932650807033558
Luc Thériault,396754053854614
Luca Fogale,100058157468631
Luca Shaw,604160653013435
Lucahjin,347024412021
Lucan Architectural,145556798791079
Lucanus Pell The Man From Hell,229229793808607
Lucara Diamond Corporation,312915668899324
Lucas Chaisson,170086790328
Lucas Nord,218927821472372
Lucas Parker,346667935460586
Lucas Silveira,9434820558
Lucas the Spider,551128518582315
Luce Dufault,100044580152947
Lucere Dermatology & Laser Clinic,749312471746922
Lucian Bute,100044323485095
Lucian Matis Inc,175140042570701
Lucie Laurier,233736740079350
Lucie Lecours - Députée de Les Plaines,321363311968483
Lucill,170626599760852
Luckett Vineyards,207153572630303
Lucknow Sentinel,259033584182053
Lucknow's Music In The Fields,199888903387945
Lucky Fortune,964571017065120
Lucky Lou and Coco Too,154295944995014
Lucky Mobile Canada,189133911650677
Lucky Monkey,537896289710634
Lucky Paws Dog Rescue,429858087359797
Lucky Slots - Free Slot Machines,220864284666911
LuckyDog Motors Inc,574870956008418
Lucy + Norman,169860330117753
Lucy Clothing,69498381863
Lucy Darling - Award Winning Comedy Magician,116562165635938
Lucy Maud Montgomery Society of Ontario,190451151109786
Lucy's Corsetry,100045125892777
Lucys Boutique,605580726253682
Ludi Lin,100044171209381
Ludia Games,145267485489223
Ludic,1759124774385057
Ludivine Reding,884514318252648
Ludovic Grisé Farand Conseiller District 4,171760333399108
Ludovica Miniland,268562419841386
Ludovick Bourgeois,100044289136533
Ludwig van Montréal,109938139716951
Ludwig van Toronto,591224054298497
Lufa Farms,462626580462330
Lugaro,240495726042290
Luge Canada,138340422883168
Luimarco Daily,170519346326769
Luis Clavis,110470970346598
Luis Dener,111852247161203
Luka Lajoie,128636710514100
Luka Stepančić,100057861318353
Lukas Duncan Training,100044513078016
Lukas Graham,117024718384448
Lukateka,100987248040558
Luke McMaster,147114602102646
Luke Nasty,768492123306883
Luke Randall -  2020 Green Candidate of Record for Fredericton North,100360601570963
Luke Sharp,180728005358869
Luksimi Sivaneswaralingam,1691760844427256
Lula Lounge,7242797420
Lulaworld,183460625096769
Lulu Hughes,246239002229051
Lulujo,117804931640646
LumaPix,140462805011
Lumaze Pittsburgh,384098298838893
Lumaze Salt Lake City,102428798298072
Lumen,275056122537547
Lumiere Vancouver,599058216906457
Lumifest,1818655321695608
Lumilaser Esthetics,8611043598
LuminUltra Technologies Ltd.,418303701561787
Lumina,746857718664506
Luminaire Authentik,395782463907345
Lumino Health,270808500418738
Lumino Santé,275969963025888
Luna Fest,1719404518358764
Luna Pizzeria,105249912897690
Lunar 101-Moon Book,327899443991140
"Lunch Box Ideas, Recipes, and Tips for busy Moms and Dads",567405619963525
Lunch Lady Group,298293769782
Lunenburg County Fitness Center,108275970580783
Lunenburg County Lifestyle Centre (LCLC),106078942806249
Lunenburg Farmers' Market,130488833651863
Lunenburg Folk Harbour Society,351945088192454
Lunetterie F. Tohmé,731143937006556
Lunetterie Pourquoi Pas,300824116934945
Lunettes Dépôt,1485710818334083
Lunettes Dépôt Trois-Rivières,138580803496666
Lung Cancer Canada,204088102947046
Lung Health Foundation,116398045064425
Lunkerhunt - Catch Big Fish,358793377400
Lupus Canada,903508009695848
Lush Cosmetics Des Moines - Jordan Creek,796647020348721
Lush Cosmetics North America,175889629057
Lush Cosmétiques Canada - Français,565913666787205
Lusomé Sleepwear,513211968766219
Lussier-Lussicam,878653832220150
Lust for Life,443272662417969
Lutharo,309569349126825
Lutz Nutrition,274197285934803
Luv-A-Rug Services Inc.,115393845216830
Luv4All: Mother Earth Warns. Wake Up Your Compassion,480934751930354
"LuvPaws Grooming, Bakery & Supplies Inc.",159711990744333
Luxe Home Team,1443729032509928
Luxlo Cosplay,100044384261202
Luxury Listings,199812437031078
Luxury fashion,2036713006628888
Luxury4Play,226003235107
Luxy Hair,103454679707222
Lydia Képinski,876878695677153
Lydia Persaud Music,291081314294842
Lydiane autour du monde,100044344243441
Lydz,2530740470297507
Lyfe Lessons,1335753476438910
Lyle Lovett,100044206340844
Lymphoma Canada,126047784093678
Lynda Lemay,253739391307361
Lynda Nyangweso,119594988078655
Lynda Thalie,100050225720736
Lyndsay Doyle Photography,173692639951
Lyne Bessette-Députée fédérale de Brome-Missisquoi,116994879676610
Lynn Crawford,398771906840522
Lynn Miles,131952356825643
Lynn Morrison,113701178794824
Lynne Hanson Musician,6790068303
Lynne Lund,749444531775797
"Lynne Vachon,  Intervenante en comportement animal",999222216815932
Lynsay Sands,125138040836322
Lynternait,149387988584560
Lynternait II,1944413662511555
Lynx Snowmobiles,59000681696
Lynx du cégep Édouard-Montpetit,112632365445465
Lyric Dubee,139549279426900
Lyrica Anderson,106933692715563
Lyttle Tigger,352110015430905
Lyzabeth Lopez,14072264437
Lâcher prise,889992274434573
Léa Clermont-Dion,637923116313639
Léa Jarry,194912343880656
Léa Sanacore,139783602722359
Léandre Bouchard,285756228220247
Léger,1472106373062577
Légère Reeds,109151601717
Léo Automobile Honda,155614242413
Léon Courville Vigneron,705576226228986
Léveillé Ford,130575710454114
Lévis Ford,168384423221284
Lëvizja për Shqipëri të Bashkuar - LSHB,762062323903385
Lírica Poética,104301297795685
Lögberg-Heimskringla,142964285774061
Löve Razër,1539887076337610
Lōuise Taverne & Bar à Vin,783873708442119
L’Entêté Microbrasserie,368833193700446
L’art différent du recyclage  - Different Recycle creative craft,380233215386658
L’École de danse de Québec,253767832771
M 102.9,639611466146908
M FM Radio Montréal,729388513882448
M Immobilier,1449582055316473
M comme Muses - coaching en créativité,62059793072
M&K Online shopping in libya,311544822832000
